gene_id	Calu3_totalRNA-S1-4h-A	Calu3_totalRNA-S1-4h-B	Calu3_totalRNA-S1-12h-A	Calu3_totalRNA-S1-12h-B	Calu3_totalRNA-S1-24h-A	Calu3_totalRNA-S1-24h-B	Calu3_totalRNA-S2-4h-A	Calu3_totalRNA-S2-4h-B	Calu3_totalRNA-S2-12h-A	Calu3_totalRNA-S2-12h-B	Calu3_totalRNA-S2-24h-A	Calu3_totalRNA-S2-24h-B	Calu3_totalRNA-mock-4h-A	Calu3_totalRNA-mock-4h-B	Calu3_totalRNA-mock-24h-A	Calu3_totalRNA-mock-24h-B	Calu3_totalRNA-untr-4h-A	Calu3_totalRNA-untr-4h-B
ENSG00000198420.10	131	216	107	74	60	50	214	171	115	102	83	120	164	132	320	287	141	194
ENSG00000198429.9	63	76	48	53	35	23	78	113	30	35.5	22	62	63	54	138	131	70	101
ENSG00000198431.16	1910	3332	1596	1261	693	622	3519	3159	1219.5	1381	1098	1390	3112	3365	3755	3564	2776	3632
ENSG00000198435.4	93	130	69	42	27	21	160	129	26	36	65	81	101	152	171	142	103	126
ENSG00000198440.9	77	105	39.5	45	20	13.5	109.5	96	43	36	35.5	56	86.5	106	79.5	98	59	83
ENSG00000198443.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000198453.13	47	54	37	19	19	20	77	56	26	19	19	30	47	60	79	77	47	56
ENSG00000198455.4	116	177	58	49	32	33	190	155	70	61	50	82	123	113	136	135	127	205
ENSG00000198464.14	62	111	53	21	24	19	95.33	98	39	34.5	22	54	102	96	96	81	78	112
ENSG00000198466.12	590.75	764.75	372.33	331.5	227	238.5	864.08	974.5	440	362.5	397.5	513	655	570.83	1142.5	967.58	627	733.33
ENSG00000198467.14	1847	3239	1366	1000	408	427	3214	2606	1117	968	782	1007	2786	3923	3009	2603	2577.33	3140
ENSG00000198468.8	18	31	19	16	6	8	31	24.5	7	9	12	13	34.5	41	56	44	33	42.5
ENSG00000198471.1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198478.8	558	1050	436	326	158	145	969	854	308	311	220	263	792	983	1232	1079	863	1190
ENSG00000198482.12	0	0	0	0	0	0	0	1.5	0	0	1	0	1	1	1	0	1	2.5
ENSG00000198483.13	0	2	1	1	0	0	2	0	0	0	0	1	1	1	2	1	3	3
ENSG00000198488.10	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	1	1	1
ENSG00000198491.3	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0
ENSG00000198492.16	907	1399	622	397	331	269	1336	1319	538	431	564	637	1116	1277	1314	1281	909	1309
ENSG00000198496.11	38.5	50	16.5	16.5	7	12	63.5	59	27	10	32	27	31.5	29	52	52.5	54	47
ENSG00000198498.10	93	169	63	49	33	19	144	154	61	50	47	68	147	181	146	180	112	181
ENSG00000198502.6	15.33	43.33	10.83	10.33	3.83	5.5	24.42	23.5	6.67	13.83	37.5	62.33	27.5	45	31.83	30.17	32.5	37.67
ENSG00000198513.11	16	24	6	11	3	1	18	23	5	5	6	4	23	33	23	24	23	38
ENSG00000198515.13	2	8	8	4	2	3	6	8	2	5	4	17	6	2	26	20	6	11
ENSG00000198517.10	571	1011	403	307	220	188	1053	899	383	397	386	487	690	683	859	692	742	848
ENSG00000198520.12	6	13	3	0	3	0	12	9	7	3	2	5	7	11	12	7	12	2
ENSG00000198521.11	53	93	54	38	27	17	85	88	49	44	60	85.5	71	94	101	110	61	102
ENSG00000198522.13	340	595	227	214.5	131.5	145.5	681.5	530	226.5	208	160.5	227	485.5	579	634.5	560.5	422.5	594.5
ENSG00000198523.6	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000198526.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
ENSG00000198535.5	20	26	67	41	50	29	28	37	55	48	84	127	29	23	104	98	29	32
ENSG00000198538.11	238	394.5	174.5	114.5	102	83	342.5	408.5	179	159	138	253.5	339.5	296	544	542	221.5	390.5
ENSG00000198542.14	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
ENSG00000198546.15	72.5	120	33.5	45.5	23.5	20	116.5	99	47	61.5	39	45.5	103	155	131	130.5	107.5	137.5
ENSG00000198547.8	0	0	0	0	0	1	0	0	0	1	0	0	0.5	0	1	0	0	1
ENSG00000198551.10	140	186	128.5	111	134	143	192	141	149	173	171	208	122	168.5	182	178	105	162
ENSG00000198553.9	7	16	9	2.5	2.5	2	13	17	2.5	8	3	4.5	15	8.5	10	12.5	14	15.5
ENSG00000198554.12	333	548	402	252	178	152	563.5	497.5	277.5	273	220	330	509	563	927	940.5	448	648
ENSG00000198556.14	55	109	40	28	20	22	101	100	44	20	30	48	78	109	102	110	88	99
ENSG00000198561.13	4773.83	7588.25	3509.17	2730.67	1800	1843.67	7971.67	7525.17	3199.33	2979.67	3102.17	3907.67	6897.5	6642.17	9360	8265.83	6149.5	7541.17
ENSG00000198563.14	1371.17	2341.83	1346	1120	895	863.5	2512.83	2220.17	1337.67	1397.67	1418.83	1698.17	2003.83	2176.67	2579.67	2316.17	2007.17	2329.5
ENSG00000198569.9	2	1	1	1	0	1	0	1	0	0	0	1	3	2	0	1	9	5
ENSG00000198570.5	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
ENSG00000198574.6	0	0	0	0	0	1	0	1	1	1	2	2	2	2	0	0	1	0
ENSG00000198576.4	4	3	3	0	3	6	2	6	2	4	52	53	3	9	4	2	4	7
ENSG00000198580.7	10	22	6	0	2	1	17.5	20	2	1.5	1	3	11	5	4	5.5	5.5	3
ENSG00000198585.11	547	872	361	336	145	191	984	927	301	326	237	342	790	905	971	893	662	890
ENSG00000198586.14	470	658	341	300	241	178	618	571	321	230	273	336	566	525	622	743	445	804
ENSG00000198589.12	1148	1979	1076	960	659	632	1961	1968	1050	1048	873	906	1452	1538	2249	2289	1477	2012
ENSG00000198590.11	17	12	4	11	3	5	10	26	10	11	6	16	11	14	12	14	5	16
ENSG00000198598.6	1	1	0	2	0	1	1	0	3	2	0	0	3	3	4	0	7	1
ENSG00000198604.11	829	1406	745	572	518	525	1368	1358.5	1015	995	906	1334	1252	1182	1396	1333	929	1282
ENSG00000198610.11	0	1	0.5	1	1	0.33	1	0.67	0	0	3	4	0	2.5	8	8	1	2.67
ENSG00000198612.11	380	746	262	200	137	140	724	680	215	263	209	299	666	898	646	653	566	729
ENSG00000198618.5	1070	1797	841	563	328	276	1889	1509	695	535	422	713	1698	2037	2183	1949	1213	1506
ENSG00000198624.13	9	31	18	8	4	6	35	18	15	7	14	26	10	12	18	11	12	17
ENSG00000198625.13	530	774	397	321	265	254	803	797	348	315	342	483	644	564	818	801	583	774
ENSG00000198626.16	9	20	5	5	7	6	14	19	5	15	62	68	10	16	14	5	12	17
ENSG00000198633.10	0	0	0	0	0	0	0.5	0.5	0	0	0	0	1	0	0	1	0	0
ENSG00000198642.6	453	717	375	235	179	216	717	622	296	259	241	362	582	642	806	780	509	772
ENSG00000198643.7	2	5	0	1	2	1	8	6	1	2	1	1	3	6	18	22	4	1
ENSG00000198646.14	377	367	194	250	107	109	397	464	191	158	172	177	327	252	317	434	304	484
ENSG00000198648.11	1053	1964	820	589	434	393	1932	1734	742	727	675	808	1597	1793	2421	2324	1251	1677
ENSG00000198650.11	3	3	1	0	0	1	0	0	0	0	0	2	0	1	0	0	2	1
ENSG00000198658.4	0	9	2	0	1	1	7	6	3	0	1	3	2	1	6	2	0	6
ENSG00000198663.16	1071	1636	706	553	312	348	1809	1577	501	548	425	538	1402	1359	1512	1239	1298	1574
ENSG00000198668.11	1697	2646	1051	834	377	382	2628	2263	819	859	629	771	2332	2570	2490	2461	2024	2678
ENSG00000198670.11	0	2	0	1	11	8.5	0	0	3	0	11	17	0	4	1	0	0	0
ENSG00000198671.3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198673.10	7	11	5	5	3	3	12	25	10	6	7	15	20	20	19	18	15	25
ENSG00000198677.11	1490	2720	977	843	508	453	2707	2536	1064	1070	659	1079	2273	2416	2715	2569	1933	2831
ENSG00000198680.4	56	117	45	34	7	10	89	91	49	36	17	36	62	103	66	71	79	110
ENSG00000198682.13	52	62	21	34	11	10	81	75	19	15	15	24	64	36	76	83	39	75
ENSG00000198685.3	0	1	0	0	2	0	0	4	0	0	0	0	0	0	0	2	1	4
ENSG00000198689.11	192	350	156	143	76	74	371	268	124	135	84	135	291	340	377	452	299	349
ENSG00000198690.9	109.5	188	70	65	24	34	214	188	66	53	55	62	159.5	178	131	113	157	183
ENSG00000198691.13	1	3	0	3	3	0	4	2	9	0	0	5	4	7	2	6	6	6
ENSG00000198700.10	1258	2211.5	1022	836	558	546	2318.5	2097	923	945.5	836	1031	1956	1820	2772	2461.5	1802	2228
ENSG00000198703.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000198704.9	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000198707.15	255	443	210	141	76	97	352	395	165	135	104	160	320	419	321	351	265.5	442
ENSG00000198711.5	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1
ENSG00000198715.13	194	322	145	129	72	51	420	338	127	134	116	144	344	393	351	294	390	447
ENSG00000198718.13	288	451.5	269	213	223	240	463	435	225	188	211	268	360	427	412	392	358	507
ENSG00000198719.9	0	0	1	0	0	0	1	0	0	0	2	6	1	3	1	1	0	2
ENSG00000198720.13	42	74	15	16	11	9	75	54	18	13	9	16	48	51	55	38	44	47
ENSG00000198721.12	75	144	70	61	31	29	153	142	55	48	46	53	131	166	216	233	143	195
ENSG00000198722.14	624	981	436	415	182	250	1096	961	365	377	269	337	809	853	966	856	895	1159
ENSG00000198723.11	2	1.5	0	0	0	0	0	1	0	0	0	0	1	3	0.5	1	0	2
ENSG00000198728.10	152	260	118	94	49	51	310	267	84	106	107	127	273	256	271	264	298	335
ENSG00000198729.5	2	15	2	2	0	2	5	13	0	1	0	3	8	5	9	5	4	12
ENSG00000198730.9	504	840	343	316	236	198	823	758	320	295	338	455	688	647	812	890	556	813
ENSG00000198732.10	108	170	105	83	41	40	158	173	96	80	112	148	153	121	158	173	111	139
ENSG00000198734.10	66	79	43	22	22	21	69	77	35	33	32	76	79	63	89	109	59	83
ENSG00000198736.11	105	212	101	92	39	44	182	168	119	91	83	86	182	258	263	201	197	251
ENSG00000198739.11	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ENSG00000198740.8	413	769	247	205	140	132	717	728	234	212	166	219	574	530	684	622	508	693
ENSG00000198742.9	411	600	304	226	237	220	692	627	394	337	540	603	453	459	480	440	408	553
ENSG00000198743.7	632.17	926.5	259.67	250	131.67	122.33	692.17	863	261.83	235	147.17	254.17	718.67	588	610.33	744.5	630.83	1032.5
ENSG00000198744.5	1	0	1	1	0	0	3	0	0	0	1	0	2	0	3	0	1	5
ENSG00000198746.13	57	112	53	44	31	34	101	95	67	53	51	77	90	126	86	107	101	106
ENSG00000198752.11	1070	1543	655	595	319	324	1727	1491	518	573	476	527	1344	1050	1529	1423	1154	1374
ENSG00000198753.12	84.5	77.5	58.5	68.5	14	11	120	135.5	38	48	25	35	94.5	86	110.5	91.5	113	124.5
ENSG00000198754.5	5	2	0	2	1	0	3	1	1	1	0	0	1	0	5	8	5	4
ENSG00000198755.11	2707.5	4936	2002.5	1734	754	735	5362.5	4171	1643.5	1680.5	1445.5	1828	4255	6362	4798	4434	3713	4618
ENSG00000198756.12	9	7	6	4	4	4	20	14	9	4	7	9	12	13	12	27	7	21
ENSG00000198758.10	105	157	67	37	17	24	185	165	32	38	31	46	150	184	162	118	172	157
ENSG00000198759.12	0	2	4	0	7	4	1	0	2	0	8	8	0	2	8	4	0	4
ENSG00000198765.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000198768.10	0	0	0	0	1	2	0	1	0	0	0	0	0	2	0	0	0	0
ENSG00000198771.11	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1
ENSG00000198774.5	30	72	25	31	28	36	70	62	26	36	40	62	46	73	78	72	64	74
ENSG00000198780.12	268	531	194	105	138	114	446	411	175	155	205	263	311	383	327	316	247	469
ENSG00000198783.6	114	191	80	84	37	53	223	188	92	66	81	98	166	170	191	164	115	205
ENSG00000198785.5	0	0	0	0	2	1	0	1	2	2	24	11	0	0	0	0	0	0
ENSG00000198788.8	0	1	1	0	0	3	3	0	0	3	1	3	1	4	0	0	0	0
ENSG00000198791.12	1021	1782	617	457	299	265	1484	1624	522	523	468	646	1552	1969	1682	1828	1329	1974
ENSG00000198792.13	421	564	199	157	77	87	526	500	137	153	154	201	430	478	443	461	423	568
ENSG00000198793.12	771	1311	601	562	320	319	1350	1161	526	518	427	550	1115	1037	1464	1390	1106	1349
ENSG00000198794.12	114	242	77	79	30	29	253	188	64	63	63	66	179	217	188	167	225	217
ENSG00000198795.11	0	4	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	0
ENSG00000198796.7	1	0	0	1	0	0	4	1	2	0	0	2	0	0	0	0	2	5
ENSG00000198797.7	0	1	2	0	0	0	1	1	0	1	0	0	2	1	0	1	0	1
ENSG00000198799.12	161	259	117	99	67	81	286	264	108	131	124	146	210	212	207	222	181	251
ENSG00000198805.11	865	1472	716	559	405	394	1634	1339	714	778	942	1169	1357	1771	1476	1297	994	1254
ENSG00000198807.12	27	42	14	19	4	11	51	26	18	18	20	25	26	31	43	38	27	40
ENSG00000198814.12	45	73	36	36	31.5	30	76	74	23	39	38	53.5	65	82	88	68	72	51
ENSG00000198815.9	602	857	428	338	230	202	741	799	349	360	352	437	678	659	868	783	577	793
ENSG00000198816.7	56.5	115	40.5	46	9	10.5	149.5	92	24	39.5	27.5	47	77.5	113.5	104	99	105	126.5
ENSG00000198818.10	250	376	147	133	86	82	361	353	167	161	165	221	312	417	384	388	313	359
ENSG00000198821.10	6	8	4	3	3	2	16	18	4	3	2	4	12	21	10	4	5	6
ENSG00000198822.10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
ENSG00000198824.7	48	45	15	17	11	8	61	56	22	9	21	22	58	42	28	46	27	49
ENSG00000198825.13	74	118	53.5	40	18	20	146	106	46	52	29	63	106	69.5	88	101.5	77	127
ENSG00000198826.11	177	274	182	141	101	86	253	247	122	106	113	143	232	259.5	750	782	171	283
ENSG00000198829.6	1	0	1	0	0	0	0	0	3	2	1	0	2	2	0	0	3	0
ENSG00000198830.11	155	193	114	139	79	73	200	192	121	114	157	199	169	205	312	376	154	239
ENSG00000198832.10	0	2	0	1	0	0	3	1	2	2	1	0	4	6	10	3	5	2
ENSG00000198833.7	295	550	220	115	88	88	516	435	191	202	190	223	451	508	419	449	360	534
ENSG00000198835.4	3	10	3	5	1	1	12	11	4	3	2	5	10	7	15	14	9	8
ENSG00000198836.9	1412	2464	938	786	500	501	2081	2110	768	772	630	940	1857	2018	2632	2678	1479	2258
ENSG00000198837.10	322	479	267	203	139	150	509	518	212	244	251	329	417	390	418	365	379	531
ENSG00000198838.13	2	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	1	3
ENSG00000198839.9	101	204.5	105	79	62	84	139	165	105.5	80	76.5	104	132	159.5	266	248	150	178
ENSG00000198841.3	47.33	117.83	32.83	33	20.83	22.5	97.83	104	37.67	37.33	52.5	59.83	83.17	104.33	83.83	73	87.33	92.67
ENSG00000198842.9	2	1	1	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0
ENSG00000198843.13	1484	2859	1220	757	428	435	2482	2324	863	912	733	1079	2481	3564	2629	2659	2013	2876
ENSG00000198844.12	0	0	0	0	2	0	0	0	0	0	2	0	1	1	1	0	0	0
ENSG00000198846.6	9	7	1	0	0	0	3	10	0	2	0	3	7	6	6	0	10	10
ENSG00000198848.12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000198851.9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000198853.12	142	242	85	97	32	43	242	189	75	86	84	103	166	156	170	182	192	182
ENSG00000198855.7	144	263	58	74	26	49	224	171	68	64	69	85	150	198	131	125	143	186
ENSG00000198856.13	355	720	292	166	100	106	700	647	240	191	168	220	610	819	657	718	469	631
ENSG00000198858.10	232	428	162	141	71	94	484	418	149	163	141	151	327	393	372	335	333	382
ENSG00000198860.12	179	366	164	127	81	64	307	300	125	142	108	177	265	352	349	425	220	318
ENSG00000198862.14	351	475	340	180	141	142	447	481	263	203	186	272	439	464	563	502	334	524
ENSG00000198863.7	222	387	181	117	81	76	393	383	129	119	129	158	270	305	364	287	283	323
ENSG00000198865.10	109	178	82	31	31	28	131	121	62	46	47	69	141	211	213	270	106	185
ENSG00000198870.7	1	5	7	0	0	0	3	1	0	0	1	2	2	7	0	1	3	7
ENSG00000198873.11	27	46	21	15	10	7	42	34	17	23	14	16	22	19	56	42	21	21
ENSG00000198874.13	162	234	90	94	43	51	312	226	109	99	83	122	205	232	262	226	180	244
ENSG00000198876.13	346	456	209	213	118	111	565	471	219	268	176	271	449	450	525	525	388	504
ENSG00000198879.11	34	31	16	14	7	9	53	46	13	10	12	11	37	39	25	23	30	39
ENSG00000198881.10	1	0	1	1	1	0	0	1	0	2	0	0	1.5	1	3	2	2	2
ENSG00000198883.12	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0
ENSG00000198885.9	40	95	56	29	20	19	114	82	20	22	20	31	68	73	99	78	67	74
ENSG00000198887.9	453	685	347	249	195	178	637	673	283	289	234	376	499	582	849	750	456	716
ENSG00000198890.8	190	396	124	106	47	34	353	258	82	90	66	110	285	310	255	282	265	319
ENSG00000198892.6	42	76	27	18	7	5	82	67	21	32	16	23	55	86	81	56	77	82
ENSG00000198894.8	184.5	365.5	136.5	104	66	61.5	330.5	336	106	114	100.5	111.5	293.5	310.5	348	291.5	284	330.5
ENSG00000198898.14	783	1498	543	414	277	257	1370	1307	507	429	421	570	1282	1733	1588	1442	1094	1742
ENSG00000198900.6	857	1017	399	552	363	254	927	1078	756	475	597	867	993	842	1087	1577	607	1214
ENSG00000198901.14	497.5	893	594.5	453.5	352.5	398	907.5	821.5	485	518.5	546.5	775	808	896.5	2856.5	2447.83	795.5	1035
ENSG00000198908.12	26	38	16	9.5	6.5	2.5	49.5	56.5	13.83	14.5	17	12.5	43.33	30	33.5	40	48.5	53.5
ENSG00000198909.7	61	82	51	55	29	25	104	85	46	52	39	75	89	97	144	148	110	123
ENSG00000198910.13	297	367.5	85	75.5	15	16.5	270.5	337.5	67.5	106	31.5	49	321	290.5	108.5	91	251.5	360
ENSG00000198911.12	1025	1728	841	694	500	441	1961	1584	583	611	463	621	1505	1486	2677	2112	1712	1851.5
ENSG00000198912.11	109	224	95	82	37	34	243	165	70	71	73	89	179	231	244	211	158	205
ENSG00000198914.3	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000198915.11	25	27	12	4	4	1	32	48	4	4	4	14	48	37	33	37	20	31
ENSG00000198917.13	104.5	170	83	44	33.5	36.5	190.5	171	68	68.5	75.5	77.5	154.5	161	176	151.5	139	157.5
ENSG00000198918.8	1473	2768	1410	940	471.5	547	2600	2244.5	797	1004.5	724	960.5	2312.5	3694	2422.5	2240.5	2027	2956
ENSG00000198919.13	189	306	148	120	157	132	293	281	129	119	203	273	249	272	523	504	247	320
ENSG00000198920.10	196	317	137	140	74	84	341.5	296	101.5	101	107	136	283	267.5	283	310	230	285
ENSG00000198924.8	116	178	94	81	50	45	207	195	87	67	51	94	167	149	252	230	149	215
ENSG00000198925.12	219	376.5	223.5	174.5	99	83.5	446.5	414.5	142	148	140	216.5	341.5	377.5	545.5	408.5	446.5	486
ENSG00000198929.13	20.67	26.83	12	7.67	10	9	34.33	31.33	10	7.5	22	7.67	17	25.33	38.5	30.67	18	28.33
ENSG00000198930.13	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000198931.10	682	1280	598	472	231	205	1361	1082	549	527	406	513	1050	1366	1626	1417	1114	1263
ENSG00000198932.13	38	64	26	23	11	7	59	76	21	29	20	33	38	34	39	55	47	59
ENSG00000198933.9	68	76	31	18	11	7	74	72	16	21	21	23	75	63	57	57	56	68
ENSG00000198934.4	5	6	12	1	3	0	4	2	3	0	1	3	1	10	3	3	9	3
ENSG00000198937.9	89	159	78	73	32	21	170	119	48	49	44	35	145	227	267	230	152	180
ENSG00000198939.8	0	6	0	2	0	1	6	4	0	1	0	0	0	0	0	0	1	4
ENSG00000198944.5	6	12	13	6	1	2	12	15	4	5	4	4	3	12	10	8	8	13
ENSG00000198945.7	155	229	86	64	44	36	220	152	78	64	52	67	195	189	263	208	184	209
ENSG00000198947.15	44	72	38	38	25	39	45	63	40	27	84	73	40	52	111	92	41	98
ENSG00000198948.12	101	191	62	28	17	14	197	176	39	28	35	29	121	173	107	124	116	196
ENSG00000198951.11	242	441	240	166	88	87	480	396	164	196	182	230	297	382	704	606	375	431
ENSG00000198952.8	950	1774	762	710	386	386	1824	1543.5	738	754.5	869	1025	1467	1532	1910.5	1823	1467.5	1779
ENSG00000198954.8	431	617	271	234	82	109	598	521	223	254	189	265	555	681	489	506	478	735
ENSG00000198959.12	2307	3940	1838	1497	1028	992	4318	3470	3134	3087	2907.5	3533	3261.5	3224	3755	3535	2789	3239
ENSG00000198960.11	91	166	73	56	37	32	157	149	54	59	33	59	151	169	158	128	143	175
ENSG00000198961.10	1267	2242	966	765	497	474	1914	1801	824	728	644	833	1797	1874	2676	2582	1618	2343
ENSG00000198963.11	0	1	1	3	2	2	2	0	1	4	4	5	1	0	2	1	0	2
ENSG00000198964.14	237	424	217	168	119	95	421	360	210	183	191	254	348	414	419	386	312	399
ENSG00000198965.4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000198967.4	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0
ENSG00000198972.3	0.5	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	2	1
ENSG00000198973.4	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000198974.3	2	2	0	0	0	1	0	3	0	0	0	2	2	1	2	3	2	5
ENSG00000198975.2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000198976.1	5	14	4	7	0	1	12	5	6.5	3	4	7	4	14.5	6	7	3.5	24
ENSG00000198982.4	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000198983.1	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
ENSG00000198984.1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
ENSG00000198987.1	1.5	0	0	0	0	0	0	0	0	2.33	1	2	0	0	0	0	0	0
ENSG00000198997.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199005.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199012.2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000199015.4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000199017.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199020.3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSG00000199023.3	2	2	2	0	0	2	0	3	0	0	0	0	1	2	3	1	4	0
ENSG00000199024.1	1	0	0	0	0	0	2	0	0	4	0	1	0	0	3	0	0	0
ENSG00000199032.1	1	3	1	2	1	0	5	3	1	0	6	6	2	0	2	0	1	4
ENSG00000199035.2	2	6	1	0	1	0	1	2	1	0	1	0	1	2	0	1	1	2
ENSG00000199036.1	3	2	2	0	0	1	0	0	0	0	0	1	1	1	0	2	0	0
ENSG00000199038.1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1
ENSG00000199043.1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	2	1	0	0
ENSG00000199047.3	0	0	3	2	0	0	1	1	0	0	0	2	0	0	0	1	0	0
ENSG00000199051.3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199053.3	0	0	0	1	1	0	2	0	0	0	0	0	0	1	1	0	1	0
ENSG00000199059.3	4	10	0	0	1	1	10	1	2	0	5	1	1	5	4	6	2	6
ENSG00000199065.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000199072.3	0	0	1	1.5	0	0.5	0.5	0.5	1	0	0	0.5	0.5	2.5	0.5	0	0.5	0.5
ENSG00000199075.1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
ENSG00000199077.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000199082.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000199090.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199094.3	0.5	0	0	0	0	0	0	1	0	0.5	0	0	1	0.5	0	1	0.5	0.5
ENSG00000199107.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000199109.4	1	0	0	2	2	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000199121.4	6.5	2.5	0	0	0	0.5	2	0	0	0	0	1	1.5	3	4.5	2	2	5
ENSG00000199122.3	1	3	2	0	0	1	1	1	3	0	0	1	1	0	2	1	0	1
ENSG00000199130.3	1	1	0	0	0	0	2	1	0	0	0	0	0	0	3	0	1	2
ENSG00000199133.3	0	0.5	0.5	1	0	0	0	1	0	0.5	0	1	0.5	0.5	1.5	2	0.5	1.5
ENSG00000199135.1	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	3	0	1
ENSG00000199150.3	0	1	0	3	0	0	2	1	0	1	0	1	2	0	0	0	0	1
ENSG00000199153.1	4	0	0	1	0	0	1	1	2	0	0	0	0	0	0	1	0	0
ENSG00000199156.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000199158.1	0	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSG00000199161.1	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	0	0
ENSG00000199165.3	0.33	0	0	0	0	0	0	0.67	0	0.33	0.33	0.5	0.33	0	0	0	0	0
ENSG00000199168.3	0	0	1	0	1	1	2	1	2	1	0	2	0.5	1	1	0	0	2
ENSG00000199172.3	3	6	0	0	0	0	1	3	1	0	1	0	3	1	3	2	4	3
ENSG00000199177.1	2.5	3	0	2	1	0	1.5	5.5	0.5	1	3	5.5	2.5	3	4	5	3	3.5
ENSG00000199179.3	1	3	3.5	3.5	2	0.5	3	0	1	1	3	7	2	4.5	2	0.5	6	7
ENSG00000199197.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199200.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000199202.1	0	0	0	1	0	0	0.5	0	0	0	0	0	1	0	0	1	1	0
ENSG00000199222.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000199226.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199237.1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
ENSG00000199240.1	1	0	0	0	0	0	0	0	3	0	3	1	2	0	0	0	0	0
ENSG00000199241.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
